"Code
  Weather Station",Date,T max (°C),T min (°C),"Relative
  Humidity (%)","Rainfall
  (mm/day) "
"118004",2019-11-01,25,12.8,"71","0"
"118004",2019-11-02,24.2,14.6,"74","0"
"118004",2019-11-03,24.4,13.5,"72.7","0"
"118004",2019-11-04,22.8,13.8,"82.1","0"
"118004",2019-11-05,23,13.4,"78.8","0"
"118004",2019-11-06,25.4,11.4,"78","0"
"118004",2019-11-07,24.4,13.8,"79.4","0.4"
"118004",2019-11-08,22.8,14,"83.3","T"
"118004",2019-11-09,20.8,13.8,"87.6","T"
"118004",2019-11-10,25.2,13.6,"79.1","0"
"118004",2019-11-11,25,14.2,"74.4","0"
"118004",2019-11-12,24.2,14.8,"74.9","0"
"118004",2019-11-13,25,16.2,"72.2","0"
"118004",2019-11-14,24,15.2,"73.8","0"
"118004",2019-11-15,23.8,15.4,"71.9","0"
"118004",2019-11-16,25.8,13.8,"66.8","0"
"118004",2019-11-17,25.8,13.6,"68.7","0"
"118004",2019-11-18,26.2,14.8,"75.5","0"
"118004",2019-11-19,25.8,14.4,"76.3","0"
"118004",2019-11-20,26.6,16.6,"71.8","0"
"118004",2019-11-21,26.2,17.2,"74.4","0"
"118004",2019-11-22,25.9,17,"74.3","0"
"118004",2019-11-23,25.4,16.8,"72.9","T"
"118004",2019-11-24,23.2,16.4,"81.2","0.5"
"118004",2019-11-25,25.2,15.6,"71.8","0"
"118004",2019-11-26,25.6,13.6,"66.1","0"
"118004",2019-11-27,27,13.8,"70.8","0"
"118004",2019-11-28,25,16.2,"72.9","0"
"118004",2019-11-29,26.6,16.6,"67.7","0"
"118004",2019-11-30,26.2,16,"74.3","0"
"118004",2019-12-01,26.4,15.6,"67.7","0"
"118004",2019-12-02,26.2,16,"81.3","0"
"118004",2019-12-03,26.4,17,"76.5","T"
"118004",2019-12-04,25.2,16.2,"77.9","0"
"118004",2019-12-05,26.8,15.4,"77.2","0"
"118004",2019-12-06,26.4,15,"75.8","0"
"118004",2019-12-07,27.6,17.6,"75.7","0"
"118004",2019-12-08,26.2,16.8,"75.9","0"
"118004",2019-12-09,26.4,16.8,"68.2","0"
"118004",2019-12-10,26.8,17.6,"68.7","0"
"118004",2019-12-11,26.6,17.2,"70.8","0"
"118004",2019-12-12,25.8,17,"69.7","0"
"118004",2019-12-13,26.6,16.4,"67.6","0"
"118004",2019-12-14,27.2,14.2,"63.4","0"
"118004",2019-12-15,25.6,14.8,"68.9","0"
"118004",2019-12-16,27.8,16.6,"68.5","0"
"118004",2019-12-17,27.6,16,"70.5","0"
"118004",2019-12-18,27.8,16.2,"70.1","0"
"118004",2019-12-19,27.2,15.4,"67","0"
"118004",2019-12-20,27.4,14.6,"70.1","0"
"118004",2019-12-21,26.6,16,"72.7","0"
"118004",2019-12-22,26.8,15.8,"72.2","0"
"118004",2019-12-23,27,16,"68.1","0"
"118004",2019-12-24,26.2,16.4,"66.1","0"
"118004",2019-12-25,26.8,16,"64.6","0"
"118004",2019-12-26,27.6,15.8,"67.5","0"
"118004",2019-12-27,27.4,17.8,"69.1","0"
"118004",2019-12-28,27.8,15.8,"63.1","0"
"118004",2019-12-29,27.2,18.6,"72.6","0"
"118004",2019-12-30,28,15.8,"79.5","0"
"118004",2019-12-31,26.6,16,"74.3","0"
"118004",2020-01-01,28.4,17,"72.1","-887.6"
"118004",2020-01-02,27.8,17.8,"71","T"
"118004",2020-01-03,28.2,18,"71.8","0"
"118004",2020-01-04,27.8,17.8,"74.1","0"
"118004",2020-01-05,27.6,19,"73.2","0"
"118004",2020-01-06,30.6,17.2,"69.7","0"
"118004",2020-01-07,28.4,18,"67.8","0"
"118004",2020-01-08,29.4,17.2,"64.3","0"
"118004",2020-01-09,27.6,16.4,"69.6","0"
"118004",2020-01-10,27.4,16.8,"73.6","0"
"118004",2020-01-11,27.6,16.8,"69.8","0"
"118004",2020-01-12,27.4,18.2,"69.4","0"
"118004",2020-01-13,26.8,17,"72.6","0"
"118004",2020-01-14,28.3,13.8,"63.8","0"
"118004",2020-01-15,26.4,18,"68.2","T"
"118004",2020-01-16,28.2,17.8,"65.6","0"
"118004",2020-01-17,30,18.8,"68","0"
"118004",2020-01-18,29.8,18.6,"69.6","T"
"118004",2020-01-19,28.6,19.6,"72.4","0"
"118004",2020-01-20,28.6,20.2,"65.1","T"
"118004",2020-01-21,30,20,"66.2","0"
"118004",2020-01-22,28,20.4,"70.6","3"
"118004",2020-01-23,27.2,20.2,"77.6","16.4"
"118004",2020-01-24,25,19.2,"92.9","6.5"
"118004",2020-01-25,27.8,18.6,"80.1","0.2"
"118004",2020-01-26,28.4,20.2,"80","T"
"118004",2020-01-27,28.6,20.8,"76.7","0"
"118004",2020-01-28,28,21,"75","0"
"118004",2020-01-29,27,20.6,"74.8","0"
"118004",2020-01-30,29.4,20.4,"72.7","0"
"118004",2020-01-31,29.2,19.6,"67.3","0"
"118004",2020-02-01,28.1,17.2,"70.7","0"
"118004",2020-02-02,28.8,19.8,"68.5","0"
"118004",2020-02-03,28,17,"68","0"
"118004",2020-02-04,28.4,18.6,"66.9","0"
"118004",2020-02-05,27.8,16.8,"64.8","0"
"118004",2020-02-06,29.4,17.6,"67.5","0"
"118004",2020-02-07,27.6,18,"67.6","0"
"118004",2020-02-08,28.2,17,"67.8","T"
"118004",2020-02-09,27.6,18.2,"66.5","0"
"118004",2020-02-10,29,18,"66.9","0"
"118004",2020-02-11,29,17.4,"68.5","0"
"118004",2020-02-12,28.8,18,"65.8","1.5"
"118004",2020-02-13,27.8,18.8,"77.6","0.4"
"118004",2020-02-14,29,19.2,"70.3","0"
"118004",2020-02-15,29.4,19,"67.6","0"
"118004",2020-02-16,28.6,18.8,"71.2","0"
"118004",2020-02-17,29.2,19,"68.4","0"
"118004",2020-02-18,29.4,18.6,"72.7","0"
"118004",2020-02-19,29.2,19.8,"66.4","0"
"118004",2020-02-20,28.8,20,"68","0"
"118004",2020-02-21,27.6,19.6,"77.3","23.8"
"118004",2020-02-22,28,19.6,"78.7","0.6"
"118004",2020-02-23,30,20.2,"73.5","0"
"118004",2020-02-24,30.4,20.8,"72.3","0"
"118004",2020-02-25,29.6,19.6,"72.5","0"
"118004",2020-02-26,29,19.2,"71.8","0"
"118004",2020-02-27,28.2,18.2,"70.9","0"
"118004",2020-02-28,28.6,19.8,"70.9","0"
"118004",2020-02-29,29.2,20.8,"70.6","0"
"118004",2020-03-01,29.4,18.4,"68.8","0"
"118004",2020-03-02,29.4,17.6,"72","0"
"118004",2020-03-03,28.2,17.4,"73.2","0"
"118004",2020-03-04,27.8,19.4,"71.5","0"
"118004",2020-03-05,27.2,18.2,"76.5","0"
"118004",2020-03-06,29,17,"71","0"
"118004",2020-03-07,28.6,18,"70.6","0"
"118004",2020-03-08,28,18.4,"72.5","0"
"118004",2020-03-09,28.2,19.4,"79.7","0"
"118004",2020-03-10,28,19.2,"75.5","0"
"118004",2020-03-11,28.6,18.2,"73.2","0"
"118004",2020-03-12,28.8,18.8,"71.9","0"
"118004",2020-03-13,29.2,20.2,"75.8","0"
"118004",2020-03-14,27.8,19.8,"78.2","0"
"118004",2020-03-15,26.4,20,"78","0"
"118004",2020-03-16,26.6,19.2,"80","T"
"118004",2020-03-17,S/D,7.3,"S/D","0"
