"Code
  Weather Station",Date,T max (°C),T min (°C),"Relative
  Humidity (%)","Rainfall
  (mm/day) "
"112061",2019-11-01,19.1,4,"85.3","1.2"
"112061",2019-11-02,18.6,3.2,"85.5","16.8"
"112061",2019-11-03,17.8,4.4,"85.6","2.2"
"112061",2019-11-04,18.1,5.2,"86.3","0"
"112061",2019-11-05,17,6.2,"86.3","4.7"
"112061",2019-11-06,18.4,4.8,"86.2","5.4"
"112061",2019-11-07,16.5,6.2,"86.4","3.2"
"112061",2019-11-08,14.8,5.4,"89.1","10.2"
"112061",2019-11-09,19.4,3.8,"88.9","3.8"
"112061",2019-11-10,19.5,5,"82.2","6.6"
"112061",2019-11-11,16.8,4.8,"86.9","6.1"
"112061",2019-11-12,17.6,4.6,"85.5","1.6"
"112061",2019-11-13,18,6.2,"84.9","0"
"112061",2019-11-14,21,4.5,"87.1","0"
"112061",2019-11-15,18.5,6.6,"86.5","0"
"112061",2019-11-16,19.6,5.2,"82","0"
"112061",2019-11-17,17.8,5.8,"83.4","12.6"
"112061",2019-11-18,17.3,5.6,"85.4","20.6"
"112061",2019-11-19,16.1,3.8,"88.9","2.1"
"112061",2019-11-20,15.6,6.2,"89.1","0"
"112061",2019-11-21,17.9,5.4,"83.8","2.1"
"112061",2019-11-22,17.8,6.8,"84.4","2.2"
"112061",2019-11-23,18.3,5.4,"87.1","7.4"
"112061",2019-11-24,12.6,6.2,"90.6","11.2"
"112061",2019-11-25,15.6,5.6,"87.9","2"
"112061",2019-11-26,20.4,6.6,"85.2","0"
"112061",2019-11-27,20.1,6.6,"83.6","4.5"
"112061",2019-11-28,19.2,5.4,"84.7","0"
"112061",2019-11-29,20.7,4.4,"84.9","0"
"112061",2019-11-30,15.8,6.2,"87","0"
"112061",2019-12-01,18.5,5.2,"81.3","0"
"112061",2019-12-02,19.7,6.6,"86","12.7"
"112061",2019-12-03,15.6,6.6,"88.3","3.6"
"112061",2019-12-04,16.6,3.8,"88.4","7.4"
"112061",2019-12-05,14.9,6.6,"88.4","4.1"
"112061",2019-12-06,16.3,5,"87.7","6.8"
"112061",2019-12-07,17.2,4.4,"85.5","1.9"
"112061",2019-12-08,18.2,5.2,"85.4","2.2"
"112061",2019-12-09,14.5,3.2,"76.1","2.7"
"112061",2019-12-10,19.4,5.2,"87.9","0"
"112061",2019-12-11,17.4,6.8,"84.2","0"
"112061",2019-12-12,17.8,4.4,"84.5","1.1"
"112061",2019-12-13,18.5,5.2,"87.5","21.8"
"112061",2019-12-14,13.4,4.8,"87.5","10.8"
"112061",2019-12-15,15.2,4,"86.9","13.3"
"112061",2019-12-16,17.2,4.6,"85.9","11.1"
"112061",2019-12-17,17.7,6,"85.2","1.1"
"112061",2019-12-18,18.6,6,"83.7","31.8"
"112061",2019-12-19,15.2,5.4,"83.7","8.2"
"112061",2019-12-20,15.7,6,"84.9","2.1"
"112061",2019-12-21,16.5,5.2,"86.8","6.5"
"112061",2019-12-22,16.3,5.2,"83.8","8.1"
"112061",2019-12-23,18.4,5.4,"87.1","1.4"
"112061",2019-12-24,15.2,6,"86.8","2.7"
"112061",2019-12-25,15.5,5.6,"82.7","5.3"
"112061",2019-12-26,17,6,"86.1","4.2"
"112061",2019-12-27,18.8,1,"82.9","0.8"
"112061",2019-12-28,15.8,4.2,"84.7","0"
"112061",2019-12-29,18,3,"85.4","0"
"112061",2019-12-30,18.1,3.2,"81.5","1.2"
"112061",2019-12-31,19.6,4.2,"80.4","0"
"112061",2020-01-01,19,5.2,"84.7","6.3"
"112061",2020-01-02,16.5,5,"87.5","2.1"
"112061",2020-01-03,18.6,5.6,"83","4.9"
"112061",2020-01-04,17.2,6.6,"84.6","0.5"
"112061",2020-01-05,18.9,5.4,"84.1","0"
"112061",2020-01-06,18.3,4.6,"86.9","0"
"112061",2020-01-07,19,3.8,"82.5","0"
"112061",2020-01-08,20.2,4.5,"82.2","5.4"
"112061",2020-01-09,19.1,6.8,"85.1","0"
"112061",2020-01-10,18,6.6,"82.2","0"
"112061",2020-01-11,17.2,4.4,"83.9","3.5"
"112061",2020-01-12,18.2,3.8,"85.3","0"
"112061",2020-01-13,16.5,6,"87","0"
"112061",2020-01-14,14.9,5.4,"81.3","2.9"
"112061",2020-01-15,12.5,5,"87.8","12.7"
"112061",2020-01-16,17.6,4,"83.9","1.9"
"112061",2020-01-17,17.1,5.2,"87.6","1.7"
"112061",2020-01-18,11.9,4.2,"90","0.8"
"112061",2020-01-19,16.1,5.8,"87.2","0"
"112061",2020-01-20,18.2,4,"86","18.3"
"112061",2020-01-21,13.6,4.4,"87","6.2"
"112061",2020-01-22,12.4,5,"88.5","6.5"
"112061",2020-01-23,18.4,5.2,"87.9","8.3"
"112061",2020-01-24,15.7,5.4,"87.3","15.9"
"112061",2020-01-25,15.3,6,"83.4","4.3"
"112061",2020-01-26,17.1,3.2,"82","7.8"
"112061",2020-01-27,20.1,2.2,"79","15.5"
"112061",2020-01-28,19.3,3,"80.1","2.8"
"112061",2020-01-29,16,8.9,"90","1.6"
"112061",2020-01-30,15.9,6.6,"86.3","0"
"112061",2020-01-31,15.1,4.8,"86.5","9.2"
"112061",2020-02-01,14.6,5.2,"84.7","22.8"
"112061",2020-02-02,15.7,4.4,"89.5","13.5"
"112061",2020-02-03,15.2,4,"88.9","3.9"
"112061",2020-02-04,16,5.2,"89.4","2.1"
