"Code
  Weather Station",Date,T max (°C),T min (°C),"Relative
  Humidity (%)","Rainfall
  (mm/day) "
"100104",2019-11-01,33,23.6,"87.1","6.5"
"100104",2019-11-02,33.4,23,"84","0"
"100104",2019-11-03,31.6,23.5,"88.7","2"
"100104",2019-11-04,34.2,22.6,"83.9","1"
"100104",2019-11-05,34.8,24,"81.5","27"
"100104",2019-11-06,32.2,23.2,"86.4","33"
"100104",2019-11-07,28.8,22.8,"92.2","2"
"100104",2019-11-08,35,21.6,"79.8","0"
"100104",2019-11-09,33.6,23.4,"88.5","45"
"100104",2019-11-10,33,23,"91.2","43.3"
"100104",2019-11-11,32.4,23.6,"86.7","3"
"100104",2019-11-12,34.6,23.4,"81.2","10"
"100104",2019-11-13,32.4,24.2,"87.1","20"
"100104",2019-11-14,32,22.8,"85.8","6.2"
"100104",2019-11-15,31,23.8,"93","39"
"100104",2019-11-16,28.2,22.8,"91.9","0"
"100104",2019-11-17,33,22,"87.1","0"
"100104",2019-11-18,35.8,23,"81.9","0"
"100104",2019-11-19,32.2,23.5,"90","0"
"100104",2019-11-20,32,23.4,"89.9","14.8"
"100104",2019-11-21,33.6,22,"84.8","0"
"100104",2019-11-22,34,23,"91.7","3.3"
"100104",2019-11-23,32.8,24,"88","74.8"
"100104",2019-11-24,32.2,22.8,"88.2","0"
"100104",2019-11-25,33.8,21.8,"84","0"
"100104",2019-11-26,33.6,22.8,"85.8","0.3"
"100104",2019-11-27,34.6,24,"86.3","0"
"100104",2019-11-28,31.8,23.2,"85.5","2"
"100104",2019-11-29,32.8,23,"88.9","0"
"100104",2019-11-30,33.4,24.4,"83.8","4"
"100104",2019-12-01,34,22.8,"83.5","8.5"
"100104",2019-12-02,33.2,22.5,"86.1","17.2"
"100104",2019-12-03,33.6,23,"84.5","5"
"100104",2019-12-04,32.6,23.4,"88.2","1.4"
"100104",2019-12-05,33.4,23,"85.9","0"
"100104",2019-12-06,29.4,24.4,"92","4.8"
"100104",2019-12-07,33.2,22.8,"85.7","0"
