ISO 3166-2 Code,Country,Subdivision,Last Update,Confirmed,Deaths,Recovered
AR-B,Argentina,Buenos Aires,2020-06-16,3071,114,0
AR-K,Argentina,Catamarca,2020-06-16,45,0,0
AR-H,Argentina,Chaco,2020-06-16,843,0,0
AR-U,Argentina,Chubut,2020-06-16,52,0,0
AR-C,Argentina,Ciudad Autonoma de Buenos Aires,2020-06-16,2438,60,0
AR-X,Argentina,Cordoba,2020-06-16,1471,5,0
AR-W,Argentina,Corrientes,,0,0,0
AR-E,Argentina,Entre Rios,2020-06-16,215,0,0
AR-P,Argentina,Formosa,2020-06-16,12,0,0
AR-Y,Argentina,Jujuy,2020-06-16,114,0,0
AR-L,Argentina,La Pampa,2020-06-16,39,0,0
AR-F,Argentina,La Rioja,2020-06-16,60,0,0
AR-M,Argentina,Mendoza,2020-06-16,178,9,0
AR-N,Argentina,Misiones,,0,0,0
AR-Q,Argentina,Neuquen,2020-06-16,219,0,0
AR-R,Argentina,Rio Negro,2020-06-16,78,0,0
AR-A,Argentina,Salta,2020-06-16,61,0,0
AR-J,Argentina,San Juan,2020-06-16,35,0,0
AR-D,Argentina,San Luis,2020-06-16,54,0,0
AR-Z,Argentina,Santa Cruz,2020-06-16,92,0,0
AR-S,Argentina,Santa Fe,2020-06-16,1200,0,0
AR-G,Argentina,Santiago del Estero,,0,0,0
AR-V,Argentina,Tierra del Fuego,2020-06-16,314,0,0
AR-T,Argentina,Tucuman,2020-06-16,304,0,0
