ISO 3166-2 Code,Country,Subdivision,Last Update,Confirmed,Deaths,Recovered
AR-B,Argentina,Buenos Aires,2020-06-16,7500,241,0
AR-K,Argentina,Catamarca,,0,0,0
AR-H,Argentina,Chaco,2020-06-16,1307,24,0
AR-U,Argentina,Chubut,2020-06-16,85,4,0
AR-C,Argentina,Ciudad Autonoma de Buenos Aires,2020-06-16,4965,136,0
AR-X,Argentina,Cordoba,2020-06-16,3524,12,0
AR-W,Argentina,Corrientes,2020-06-16,750,0,0
AR-E,Argentina,Entre Rios,2020-06-16,347,18,0
AR-P,Argentina,Formosa,2020-06-16,44,0,0
AR-Y,Argentina,Jujuy,2020-06-16,621,0,0
AR-L,Argentina,La Pampa,2020-06-16,81,4,0
AR-F,Argentina,La Rioja,2020-06-16,200,0,0
AR-M,Argentina,Mendoza,2020-06-16,614,16,0
AR-N,Argentina,Misiones,2020-06-16,50,0,0
AR-Q,Argentina,Neuquen,2020-06-16,430,0,0
AR-R,Argentina,Rio Negro,2020-06-16,423,0,0
AR-A,Argentina,Salta,2020-06-16,104,0,0
AR-J,Argentina,San Juan,2020-06-16,147,0,0
AR-D,Argentina,San Luis,2020-06-16,96,0,0
AR-Z,Argentina,Santa Cruz,,0,0,0
AR-S,Argentina,Santa Fe,2020-06-16,2442,15,0
AR-G,Argentina,Santiago del Estero,2020-06-16,95,0,0
AR-V,Argentina,Tierra del Fuego,2020-06-16,628,0,0
AR-T,Argentina,Tucuman,2020-06-16,518,0,0
