ISO 3166-2 Code,Country,Subdivision,Last Update,Confirmed,Deaths,Recovered
AR-B,Argentina,Buenos Aires,2020-06-16,36706,761,0
AR-K,Argentina,Catamarca,2020-06-16,228,0,0
AR-H,Argentina,Chaco,2020-06-16,4505,90,0
AR-U,Argentina,Chubut,2020-06-16,265,0,0
AR-C,Argentina,Ciudad Autonoma de Buenos Aires,2020-06-16,20179,406,0
AR-X,Argentina,Cordoba,2020-06-16,10749,43,0
AR-W,Argentina,Corrientes,2020-06-16,1848,0,0
AR-E,Argentina,Entre Rios,2020-06-16,913,0,0
AR-P,Argentina,Formosa,2020-06-16,480,0,0
AR-Y,Argentina,Jujuy,2020-06-16,1519,0,0
AR-L,Argentina,La Pampa,2020-06-16,185,0,0
AR-F,Argentina,La Rioja,2020-06-16,1026,0,0
AR-M,Argentina,Mendoza,2020-06-16,1507,0,0
AR-N,Argentina,Misiones,2020-06-16,751,0,0
AR-Q,Argentina,Neuquen,2020-06-16,1171,0,0
AR-R,Argentina,Rio Negro,2020-06-16,1738,24,0
AR-A,Argentina,Salta,2020-06-16,448,6,0
AR-J,Argentina,San Juan,2020-06-16,449,0,0
AR-D,Argentina,San Luis,2020-06-16,273,0,0
AR-Z,Argentina,Santa Cruz,2020-06-16,367,0,0
AR-S,Argentina,Santa Fe,2020-06-16,6994,0,0
AR-G,Argentina,Santiago del Estero,2020-06-16,705,0,0
AR-V,Argentina,Tierra del Fuego,2020-06-16,1274,0,0
AR-T,Argentina,Tucuman,2020-06-16,3036,0,0
