ISO 3166-2 Code,Country,Subdivision,Last Update,Confirmed,Deaths,Recovered
AR-B,Argentina,Buenos Aires,2020-06-16,30223,672,0
AR-K,Argentina,Catamarca,2020-06-16,194,0,0
AR-H,Argentina,Chaco,2020-06-16,3769,73,0
AR-U,Argentina,Chubut,2020-06-16,218,0,0
AR-C,Argentina,Ciudad Autonoma de Buenos Aires,2020-06-16,16138,369,0
AR-X,Argentina,Cordoba,2020-06-16,9252,0,0
AR-W,Argentina,Corrientes,2020-06-16,1498,0,0
AR-E,Argentina,Entre Rios,2020-06-16,796,46,0
AR-P,Argentina,Formosa,2020-06-16,409,0,0
AR-Y,Argentina,Jujuy,2020-06-16,1322,0,0
AR-L,Argentina,La Pampa,2020-06-16,164,0,0
AR-F,Argentina,La Rioja,2020-06-16,854,0,0
AR-M,Argentina,Mendoza,2020-06-16,1372,0,0
AR-N,Argentina,Misiones,2020-06-16,666,11,0
AR-Q,Argentina,Neuquen,2020-06-16,1041,0,0
AR-R,Argentina,Rio Negro,2020-06-16,1493,21,0
AR-A,Argentina,Salta,2020-06-16,387,0,0
AR-J,Argentina,San Juan,2020-06-16,397,0,0
AR-D,Argentina,San Luis,2020-06-16,222,0,0
AR-Z,Argentina,Santa Cruz,2020-06-16,336,0,0
AR-S,Argentina,Santa Fe,2020-06-16,6179,31,0
AR-G,Argentina,Santiago del Estero,2020-06-16,398,0,0
AR-V,Argentina,Tierra del Fuego,2020-06-16,1214,0,0
AR-T,Argentina,Tucuman,2020-06-16,2458,0,0
